name,ingredients,steps,cost,dietary,prep_time
Vermicelli & Spiced Fish Toss,"vermicelli, fish, peas, red chili, garam masala, turmeric, butter, garlic","1. Prepare the vermicelli by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix peas, red chili, garam masala and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",138,"Pescatarian, High-protein",28
Cheesy Kidney Bean Vermicelli,"vermicelli, kidney beans, tomato, garam masala, turmeric, green chili, oil, cheese","1. Prepare the vermicelli by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix tomato, garam masala, turmeric and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",127,Vegetarian,14
Tofu Capsicum Lemon Rice,"rice, tofu, capsicum, cumin, turmeric, salt, lemon","1. Prepare the rice by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix capsicum, cumin, turmeric and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",135,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",17
Spicy Chicken Millet Stir,"millet, chicken, tomato, cabbage, cauliflower, coriander, garlic, cheese","1. Prepare the millet by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix tomato, cabbage, cauliflower and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",108,"Non-vegetarian, High-protein, Gluten-free",19
Protein-Packed Wheat Flour Lentil Mash,"wheat flour, lentils, carrot, cauliflower, onion, turmeric, salt, garlic","1. Prepare the wheat flour by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix carrot, cauliflower, onion and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",106,"Vegan, High-protein, Vegetarian, Dairy-free",10
Millet Chickpea Carrot Curry,"millet, chickpeas, carrot, red chili, cumin, garam masala, oil, ginger","1. Prepare the millet by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix carrot, red chili, cumin and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",140,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",21
Semolina Chickpea Spinach Delight,"semolina, chickpeas, spinach, potato, garam masala, oil","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix spinach, potato, garam masala and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",105,"Vegan, High-protein, Vegetarian, Dairy-free",21
Oats & Egg Veggie Breakfast Bowl,"oats, egg, potato, spinach, cumin, curd","1. Prepare the oats by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix potato, spinach, cumin and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",101,"Non-vegetarian, High-protein, Gluten-free",19
Quinoa Lentil Cabbage Medley,"quinoa, lentils, cabbage, cauliflower, carrot, garam masala, salt","1. Prepare the quinoa by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix cabbage, cauliflower, carrot and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",140,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",15
Wheat Flour Chickpea Spiced Mash,"wheat flour, chickpeas, potato, turmeric, cumin, green chili, lemon, garlic","1. Prepare the wheat flour by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix potato, turmeric, cumin and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",102,"Vegan, High-protein, Vegetarian, Dairy-free",13
Rice & Egg Cauliflower Curd Mix,"rice, egg, cauliflower, green chili, curd, lemon","1. Prepare the rice by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix cauliflower, green chili, curd and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",85,"Non-vegetarian, High-protein, Gluten-free",21
Poha Lentil Veggie Stir-Fry,"poha, lentils, tomato, potato, coriander, mustard seeds, green chili, salt, garlic","1. Prepare the poha by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix tomato, potato, coriander and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",124,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",17
Rice Kidney Bean Cabbage Mix,"rice, kidney beans, cabbage, coriander, oil, lemon","1. Prepare the rice by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix cabbage, coriander, oil and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",130,"Vegan, Gluten-free, Vegetarian, Dairy-free",13
Quinoa Lentil Spinach Protein Bowl,"quinoa, lentils, spinach, peas, red chili, salt","1. Prepare the quinoa by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix spinach, peas, red chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",120,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",22
Semolina Chickpea Pea Curry,"semolina, chickpeas, peas, coriander, curd, coconut","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix peas, coriander, curd and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",105,"Low-carb, High-protein, Vegetarian",29
Wheat Flour Egg Butter Delight,"wheat flour, egg, carrot, cauliflower, cumin, mustard seeds, green chili, coconut, butter","1. Prepare the wheat flour by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix carrot, cauliflower, cumin and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",87,"Non-vegetarian, High-protein",28
Oats Chicken Spiced Medley,"oats, chicken, onion, red chili, coriander, green chili, milk, coconut","1. Prepare the oats by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix onion, red chili, coriander and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",149,"Non-vegetarian, High-protein, Low-carb, Gluten-free",17
Poha Chicken Spinach Cumin Toss,"poha, chicken, spinach, mustard seeds, red chili, cumin, lemon","1. Prepare the poha by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix spinach, mustard seeds, red chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",150,"High-protein, Low-carb, Gluten-free, Dairy-free, Non-vegetarian, Vegan",23
Oats Kidney Bean Capsicum Stir-Fry,"oats, kidney beans, capsicum, onion, cabbage, red chili, cumin, green chili, curd, lemon","1. Prepare the oats by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix capsicum, onion, cabbage and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",125,"Low-carb, Gluten-free, Vegetarian",28
Vermicelli Egg Veggie Mix,"vermicelli, egg, carrot, cabbage, onion, turmeric, curd, butter","1. Prepare the vermicelli by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix carrot, cabbage, onion and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",82,"Non-vegetarian, High-protein",18
Millet Paneer Pea & Chili Toss,"millet, paneer, peas, cauliflower, red chili, lemon, cheese","1. Prepare the millet by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix peas, cauliflower, red chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",128,"High-protein, Gluten-free, Vegetarian",18
Semolina Egg Tomato Medley,"semolina, egg, tomato, carrot, potato, coriander, turmeric, red chili, salt, butter","1. Prepare the semolina by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix tomato, carrot, potato and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",109,"Non-vegetarian, High-protein",15
Millet Paneer Spiced Capsicum Fry,"millet, paneer, capsicum, red chili, garam masala, cumin, butter","1. Prepare the millet by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix capsicum, red chili, garam masala and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",114,"High-protein, Gluten-free, Vegetarian",26
Oats Chicken Tomato Coconut Stir,"oats, chicken, tomato, onion, potato, mustard seeds, red chili, coconut, butter","1. Prepare the oats by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix tomato, onion, potato and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",76,"Non-vegetarian, High-protein, Gluten-free",18
Poha Kidney Bean Cabbage Delight,"poha, kidney beans, capsicum, peas, cabbage, mustard seeds, green chili, curd, coconut","1. Prepare the poha by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix capsicum, peas, cabbage and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",104,"Low-carb, Gluten-free, Vegetarian",23
Semolina Chickpea Onion Tomato Mash,"semolina, chickpeas, onion, potato, cabbage, green chili, cumin, garam masala, curd, milk","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix onion, potato, cabbage and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",133,"High-protein, Vegetarian",19
Wheat Flour Paneer Veggie Mix,"wheat flour, paneer, cabbage, peas, capsicum, mustard seeds, garam masala, cheese, oil","1. Prepare the wheat flour by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix cabbage, peas, capsicum and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",75,"High-protein, Vegetarian",25
Wheat Flour Paneer Spinach Stir,"wheat flour, paneer, tomato, spinach, cauliflower, garam masala, ginger","1. Prepare the wheat flour by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix tomato, spinach, cauliflower and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",88,"High-protein, Vegetarian, Dairy-free",22
Oats Kidney Bean Cabbage Fry,"oats, kidney beans, cabbage, cauliflower, garam masala, green chili, butter, lemon","1. Prepare the oats by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix cabbage, cauliflower, garam masala and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",120,"Low-carb, Gluten-free, Vegetarian",29
Rice Kidney Bean Spinach Mash,"rice, kidney beans, spinach, cabbage, green chili, lemon","1. Prepare the rice by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix spinach, cabbage, green chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",109,"Vegan, Gluten-free, Vegetarian, Dairy-free",27
Vermicelli Egg Pea Garlic Toss,"vermicelli, egg, peas, garam masala, red chili, coriander, garlic, salt","1. Prepare the vermicelli by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix peas, garam masala, red chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",95,"Non-vegetarian, High-protein, Dairy-free",22
Poha Tofu Chili Cheese Stir-Fry,"poha, tofu, cabbage, green chili, cheese, oil","1. Prepare the poha by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix cabbage, green chili, cheese and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",100,"Low-carb, High-protein, Gluten-free, Vegetarian",14
Rice Chickpea Pea Masala Mix,"rice, chickpeas, peas, carrot, cauliflower, red chili, lemon, garlic","1. Prepare the rice by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix peas, carrot, cauliflower and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",149,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",23
Quinoa Kidney Bean Spinach Medley,"quinoa, kidney beans, spinach, peas, cabbage, red chili, cumin, butter, garlic","1. Prepare the quinoa by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix spinach, peas, cabbage and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",109,"Low-carb, Gluten-free, Vegetarian",16
Poha Tofu Spiced Mash,"poha, tofu, carrot, cauliflower, tomato, green chili, mustard seeds, coriander, ginger, curd","1. Prepare the poha by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix carrot, cauliflower, tomato and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",89,"Low-carb, High-protein, Gluten-free, Vegetarian",16
Oats Paneer Cauliflower Mix,"oats, paneer, cauliflower, coriander, garam masala, mustard seeds, oil, curd","1. Prepare the oats by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix cauliflower, coriander, garam masala and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",85,"Low-carb, High-protein, Gluten-free, Vegetarian",30
Quinoa Moong Dal Tomato Stir,"quinoa, moong dal, tomato, turmeric, mustard seeds, coriander, coconut","1. Prepare the quinoa by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix tomato, turmeric, mustard seeds and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",89,"Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",19
Oats Lentil Veggie Chili Mix,"oats, lentils, carrot, cauliflower, capsicum, red chili, garam masala, coriander, butter","1. Prepare the oats by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix carrot, cauliflower, capsicum and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",120,"Low-carb, High-protein, Gluten-free, Vegetarian",14
Rice Fish Coconut Curry,"rice, fish, cauliflower, garam masala, turmeric, coconut, milk","1. Prepare the rice by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix cauliflower, garam masala, turmeric and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",136,"Pescatarian, Gluten-free, High-protein",26
Vermicelli Egg Potato Garlic Toss,"vermicelli, egg, potato, carrot, turmeric, salt, garlic","1. Prepare the vermicelli by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix potato, carrot, turmeric and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",135,"Non-vegetarian, High-protein, Dairy-free",20
Millet Tofu Spiced Veggie Bowl,"millet, tofu, cabbage, cauliflower, red chili, garlic","1. Prepare the millet by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix cabbage, cauliflower, red chili and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",91,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",11
Millet Paneer Chili Cumin Stir,"millet, paneer, onion, garam masala, red chili, cumin, lemon","1. Prepare the millet by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix onion, garam masala, red chili and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",96,"High-protein, Gluten-free, Vegetarian, Dairy-free",11
Oats Chicken Spiced Potato Fry,"oats, chicken, potato, cumin, turmeric, red chili, curd, ginger","1. Prepare the oats by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix potato, cumin, turmeric and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",148,"Non-vegetarian, High-protein, Gluten-free",23
Wheat Flour Paneer Tomato Mix,"wheat flour, paneer, tomato, cauliflower, carrot, turmeric, green chili, milk","1. Prepare the wheat flour by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix tomato, cauliflower, carrot and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",142,"High-protein, Vegetarian",15
Wheat Flour Chicken Spiced Mash,"wheat flour, chicken, spinach, cauliflower, onion, garam masala, turmeric, oil","1. Prepare the wheat flour by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix spinach, cauliflower, onion and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",84,"Non-vegetarian, Vegan, Dairy-free, High-protein",13
Poha Chicken Red Chili Butter Toss,"poha, chicken, carrot, red chili, oil, butter","1. Prepare the poha by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix carrot, red chili, oil and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",86,"Non-vegetarian, High-protein, Low-carb, Gluten-free",27
Semolina Kidney Bean Tomato Fry,"semolina, kidney beans, carrot, spinach, tomato, coriander, garam masala, turmeric, curd","1. Prepare the semolina by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix carrot, spinach, tomato and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",79,"Low-carb, Vegetarian",23
Quinoa Chickpea Capsicum Stir,"quinoa, chickpeas, capsicum, garam masala, green chili, turmeric, ginger","1. Prepare the quinoa by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix capsicum, garam masala, green chili and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",108,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",15
Poha Fish Cauliflower Masala Mix,"poha, fish, cauliflower, capsicum, potato, turmeric, coriander, garam masala, lemon","1. Prepare the poha by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix cauliflower, capsicum, potato and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",135,"High-protein, Gluten-free, Dairy-free, Vegan, Pescatarian",24
Semolina Chickpea Spinach Stir,"semolina, chickpeas, carrot, onion, spinach, garam masala, cheese","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix carrot, onion, spinach and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",100,"Low-carb, High-protein, Vegetarian",19
Quinoa Lentil Onion Capsicum Toss,"quinoa, lentils, onion, capsicum, peas, coriander, coconut, butter","1. Prepare the quinoa by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix onion, capsicum, peas and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",100,"Low-carb, High-protein, Gluten-free, Vegetarian",12
Oats Moong Dal Pea Masala Mix,"oats, moong dal, peas, red chili, mustard seeds, ginger","1. Prepare the oats by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix peas, red chili, mustard seeds and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",134,"Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",22
Millet Egg Tomato Garlic Fry,"millet, egg, tomato, cumin, coriander, curd, garlic","1. Prepare the millet by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix tomato, cumin, coriander and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",121,"Non-vegetarian, High-protein, Gluten-free",27
Wheat Flour Paneer Spinach Pea Toss,"wheat flour, paneer, spinach, peas, mustard seeds, ginger","1. Prepare the wheat flour by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix spinach, peas, mustard seeds and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",128,"High-protein, Vegetarian, Dairy-free",14
Vermicelli Tofu Tomato Curry,"vermicelli, tofu, tomato, capsicum, garam masala, turmeric, red chili, oil, coconut","1. Prepare the vermicelli by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix tomato, capsicum, garam masala and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",114,"Vegan, High-protein, Vegetarian, Dairy-free",28
Millet Lentil Cabbage Onion Mash,"millet, lentils, cabbage, onion, carrot, green chili, mustard seeds, salt, milk","1. Prepare the millet by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix cabbage, onion, carrot and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",102,"High-protein, Gluten-free, Vegetarian",13
Poha Kidney Bean Cauliflower Mix,"poha, kidney beans, peas, cauliflower, capsicum, coriander, ginger, garlic","1. Prepare the poha by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix peas, cauliflower, capsicum and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",105,"Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",21
Quinoa Moong Dal Capsicum Stir,"quinoa, moong dal, capsicum, cauliflower, green chili, turmeric, lemon","1. Prepare the quinoa by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix capsicum, cauliflower, green chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",136,"Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",24
Quinoa Fish Spiced Medley,"quinoa, fish, capsicum, cumin, coconut, butter","1. Prepare the quinoa by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix capsicum, cumin, coconut and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",113,"Low-carb, Pescatarian, Gluten-free, High-protein",21
Rice Kidney Bean Spinach Stir,"rice, kidney beans, spinach, cauliflower, mustard seeds, garam masala, turmeric, garlic, curd","1. Prepare the rice by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix spinach, cauliflower, mustard seeds and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",80,"Gluten-free, Vegetarian",12
Oats Paneer Chili Coconut Toss,"oats, paneer, onion, mustard seeds, green chili, coconut","1. Prepare the oats by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix onion, mustard seeds, green chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",112,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegetarian",25
Quinoa Tofu Spiced Veggie Fry,"quinoa, tofu, capsicum, green chili, turmeric, ginger","1. Prepare the quinoa by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix capsicum, green chili, turmeric and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",120,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",10
Semolina Chickpea Tomato Potato Mix,"semolina, chickpeas, tomato, potato, cabbage, turmeric, cumin, cheese, milk","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix tomato, potato, cabbage and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",121,"High-protein, Vegetarian",24
Rice Moong Dal Tomato Fry,"rice, moong dal, tomato, mustard seeds, salt, butter","1. Prepare the rice by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix tomato, mustard seeds, salt and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",141,"Gluten-free, Vegetarian",29
Wheat Flour Chicken Spiced Mash,"wheat flour, chicken, spinach, red chili, salt","1. Prepare the wheat flour by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix spinach, red chili, salt and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",149,"Non-vegetarian, Vegan, Dairy-free, High-protein",28
Poha Kidney Bean Chili Tomato Stir,"rice, paneer, carrot, cabbage, onion, cumin, mustard seeds, turmeric, curd","1. Prepare the rice by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix carrot, cabbage, onion and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",132,"High-protein, Gluten-free, Vegetarian",14
Vermicelli Fish Cabbage Masala Mix,"poha, kidney beans, capsicum, tomato, onion, turmeric, garam masala, red chili, oil","1. Prepare the poha by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix capsicum, tomato, onion and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",101,"Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",13
Semolina Chickpea Pea Onion Toss,"vermicelli, fish, tomato, cabbage, cauliflower, mustard seeds, ginger","1. Prepare the vermicelli by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix tomato, cabbage, cauliflower and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",148,"Vegan, Pescatarian, Dairy-free, High-protein",18
Semolina Paneer Pea Cumin Stir,"semolina, chickpeas, peas, onion, red chili, green chili, cheese, ginger","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix peas, onion, red chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",133,"Low-carb, High-protein, Vegetarian",16
Quinoa Chicken Spiced Tomato Mix,"semolina, paneer, peas, cumin, salt","1. Prepare the semolina by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix peas, cumin, salt and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",76,"Low-carb, High-protein, Vegetarian, Dairy-free",19
Rice Egg Cabbage Capsicum Fry,"quinoa, chicken, onion, tomato, cumin, coriander, ginger, cheese","1. Prepare the quinoa by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix onion, tomato, cumin and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",122,"Non-vegetarian, High-protein, Low-carb, Gluten-free",28
Oats Lentil Pea Cabbage Medley,"rice, egg, cabbage, capsicum, spinach, garam masala, butter","1. Prepare the rice by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix cabbage, capsicum, spinach and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",126,"Non-vegetarian, High-protein, Gluten-free",17
Semolina Kidney Bean Pea Capsicum Toss,"oats, lentils, peas, cabbage, cauliflower, cumin, coconut","1. Prepare the oats by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix peas, cabbage, cauliflower and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",142,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",27
Poha Paneer Spinach Chili Stir,"semolina, kidney beans, peas, capsicum, cauliflower, coriander, mustard seeds, cheese, ginger","1. Prepare the semolina by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix peas, capsicum, cauliflower and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",83,"Low-carb, Vegetarian",12
